"Story","Title","Result","Date","Stability","Duration (s)"
"LEX: Ampliacion campo Numero documento de identidad","Menu Agendas / Opcion Agenda por usuario","SUCCESS","2020-08-28T10:50:44.922-05:00[America/Bogota]","0.0","87.6"
